player_given_name,player_surname,season_id,player_jumper_number,player_id,player_position,team_id,season_num
Isabella,Lewis,2022,6,CD_I1017333,Midfielder,WC,7
Aimee,Schmidt,2022,7,CD_I1005432,Forward,WC,7
Sasha,Goranova,2022,8,CD_I1017334,Midfielder,WC,7
Isabella,Simmons,2022,9,CD_I1014972,Forward,WC,7
Jessica,Sedunary,2022,10,CD_I1005256,Midfielder,WC,7
Aisling,McCarthy,2022,11,CD_I1014034,Forward,WC,7
Emma,Humphries,2022,12,CD_I1003021,Forward,WC,7
Emma,Swanson,2022,13,CD_I998032,Midfielder,WC,7
Belinda,Smith,2022,14,CD_I1007029,Forward,WC,7
Abbygail,Bushby,2022,15,CD_I1023815,Forward,WC,7
Zoe,Wakfer,2022,16,CD_I1027611,Defender,WC,7
Dana,Hooker,2022,17,CD_I998156,Midfielder,WC,7
Jaide,Britton,2022,18,CD_I1012259,Midfielder,WC,7
Imahra,Cameron,2022,19,CD_I1019055,Forward,WC,7
Kate,Bartlett,2022,20,CD_I1009900,Forward,WC,7
Mikayla,Western,2022,21,CD_I1026170,Forward,WC,7
Ella,Smith,2022,22,CD_I1009892,Midfielder,WC,7
Sarah,Lakay,2022,23,CD_I1022818,Ruck,WC,7
Hayley,Bullas,2022,24,CD_I1010255,Midfielder,WC,7
Eleanor,Hartill,2022,25,CD_I1029614,Ruck,WC,7
Emily,Bennett,2022,27,CD_I1017343,Defender,WC,7
Shanae,Davison,2022,28,CD_I1021530,Forward,WC,7
Emily,Elkington,2022,29,CD_I1026143,Midfielder,WC,7
Beth,Schilling,2022,30,CD_I1021416,Defender,WC,7
Evangeline,Gooch,2022,31,CD_I1010656,Defender,WC,7
Krstel,Petrevski,2022,32,CD_I1014801,Forward,WC,7
Sophie,McDonald,2022,35,CD_I1017342,Defender,WC,7
Elizabeth,Snell,2022,1,CD_I1014736,Forward,WB,7
Ellie,Blackburn,2022,2,CD_I296125,Midfielder,WB,7
Isabella,Grant,2022,3,CD_I1010103,Forward,WB,7
Isabelle,Pritchard,2022,4,CD_I1015137,Defender,WB,7
Gabby,Newton,2022,5,CD_I1009882,Forward,WB,7
Kirsten,McLeod,2022,6,CD_I1007020,Forward,WB,7
Deanna,Berry,2022,7,CD_I997728,Forward,WB,7
Daisy,Bateman,2022,8,CD_I1013025,Forward,WB,7
Ellie,Brown,2022,9,CD_I1009875,Defender,WB,7
Katie,Lynch,2022,10,CD_I1013028,Defender,WB,7
Elle,Bennetts,2022,11,CD_I1010686,Forward,WB,7
Gemma,Lagioia,2022,12,CD_I1013024,Midfielder,WB,7
Celine,Moody,2022,13,CD_I1012555,Ruck,WB,7
Sarah,Hartwig,2022,15,CD_I1015091,Defender,WB,7
Naomi,Ferres,2022,16,CD_I1010689,Defender,WB,7
Elisabeth,Georgostathis,2022,17,CD_I1013026,Forward,WB,7
Britney,Gutknecht,2022,18,CD_I1013032,Midfielder,WB,7
Heidi,Woodley,2022,19,CD_I1025517,Forward,WB,7
Millie,Brown,2022,20,CD_I1009864,Defender,WB,7
Bailey,Hunt,2022,21,CD_I1007008,Defender,WB,7
Keely,Coyne,2022,22,CD_I1019828,Midfielder,WB,7
Jessica,Fitzgerald,2022,23,CD_I1014372,Forward,WB,7
Aurora,Smith,2022,24,CD_I1015021,Midfielder,WB,7
Nell,Morris-Dalton,2022,25,CD_I1010102,Forward,WB,7
Kirsty,Lamb,2022,27,CD_I997686,Midfielder,WB,7
Amanda,Ling,2022,29,CD_I1019818,Midfielder,WB,7
Richelle,Cranston,2022,30,CD_I997673,Forward,WB,7
Brooke,Vernon,2022,32,CD_I1014838,Defender,WB,7
Alice,Edmonds,2022,33,CD_I1012694,Ruck,WB,7
Annabel,Strahan,2022,35,CD_I1014745,Midfielder,WB,7
Rylie,Wilcox,2022,37,CD_I1021853,Forward,WB,7
Annise,Bradfield,2022,10,CD_I1017323,Forward,GC,7
Hannah,Bowey,2022,99,CD_I1022118,Midfielder,NM,7
Alice,Mitchell,2022,99,CD_I1012957,Defender,SY,7
